Name,Type_of_Utility,Number_of_Ratings,Rating,Longitude,Latitude,nearest_station,اسم المحطة,geometry,neighborhood,English_name,Final Station,Path
,restaurant,70.0,4.0,46.6792632,24.7420595,King Abdulaziz Road,طريق الملك عبدالعزيز,POINT (46.6792632 24.7420595),حي الورود,The Pizza Company,طريق الملك عبدالعزيز,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة طريق الملك عبدالعزيز.
مطابخ زاوية الضيف,restaurant,125.0,4.9,46.7816172,24.7690016,Al Hamra,الحمراء,POINT (46.7816172 24.7690016),حي الحمراء,,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.
,restaurant,221.0,3.5,46.7096286,24.6746556,Al Wizarat,الوزارات,POINT (46.7096286 24.6746556),حي الوزارات,Sundarban Restaurant,الوزارات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة الوزارات
فوال منى فهد عليوي العنزي,restaurant,358.0,4.0,46.7267934,24.759011,Riyadh Exhibition Center,مركز الرياض للمعارض,POINT (46.7267934 24.759011),حي المغرزات,,مركز الرياض للمعارض,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة مركز الرياض للمعارض.
,restaurant,4.0,3.0,46.7117453,24.667854,Ministry of Defence,وزارة الدفاع,POINT (46.7117453 24.667854),حي الوزارات,Royal Biryani Restaurant,وزارة الدفاع,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة وزارة الدفاع.
مطعم وادي زعفران,restaurant,2408.0,4.8,46.7772367,24.684373,Al Rajhi Grand Mosque,جامع الراجحي,POINT (46.7772367 24.684373),حي الروابي,Zafran Valley Restaurant,جامع الراجحي,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة جامع الراجحي.
,restaurant,2328.0,3.7,46.6615937,24.7826679,Ar Rabi,الربيع,POINT (46.6615937 24.7826679),حي النفل,KFC,الربيع,اركب المترو من المحطة الحالية، وأخرج عند محطة الربيع.
,restaurant,1755.0,4.0,46.7108121,24.7561338,An Nuzhah,النزهة,POINT (46.7108121 24.7561338),حي النزهة,Falafel Pie,النزهة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة النزهة.
آلز,restaurant,5.0,4.2,46.6751384,24.7115024,Al Urubah,العروبة,POINT (46.6751384 24.7115024),حي الجزيرة,,العروبة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العروبة.
,meal_takeaway,1591.0,3.8,46.7951391,24.6864409,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7951391 24.6864409),حي الروابي,Shawarmer,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.
&,restaurant,127.0,4.7,46.6531533,24.7560889,Al Murooj,المروج,POINT (46.6531533 24.7560889),حي النخيل,Distrikt Cafe Lounge,المروج,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المروج.
,restaurant,668.0,4.4,46.7223208,24.6796721,Al Wizarat,الوزارات,POINT (46.7223208 24.6796721),حي الضباط,Lapaz batchoy Malaz Branch,الوزارات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة الوزارات
فلافل و فول طعمية,restaurant,30.0,4.0,46.6843371,24.7395532,King Abdulaziz Road,طريق الملك عبدالعزيز,POINT (46.6843371 24.7395532),حي الورود,,طريق الملك عبدالعزيز,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة طريق الملك عبدالعزيز.
,restaurant,91.0,4.3,46.7620609,24.5871979,Al Aziziah,العزيزية,POINT (46.7620609 24.5871979),حي العزيزية,CasaPasta,العزيزية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العزيزية.
,restaurant,258.0,3.6,46.7067868,24.7453134,An Nuzhah,النزهة,POINT (46.7067868 24.7453134),حي صلاح الدين,Herfy,النزهة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة النزهة.
,restaurant,51.0,4.1,46.6878387,24.6091587,Sultanah,سلطانه,POINT (46.6878387 24.6091587),حي سلطانة,Pakistani bofia,,
,store,19.0,3.8,46.8161289,24.7251504,As Salam,السلام,POINT (46.8161289 24.7251504),حي النسيم الغربي,Khafif,السلام,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة السلام.
,restaurant,1247.0,4.2,46.6248344,24.8043059,Dr. Sulaiman Al Habib,د.سليمان الحبيب,POINT (46.6248344 24.8043059),حي الصحافة,Subway,د.سليمان الحبيب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة د.سليمان الحبيب.
,restaurant,1213.0,3.9,46.83339,24.704414,An Naseem,النسيم,POINT (46.83339 24.704414),حي السلام,McDonald's,النسيم,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة النسيم.
,restaurant,581.0,4.1,46.697292,24.731477,King Salman Park,حديقة الملك سلمان,POINT (46.697292 24.731477),حي المرسلات,Subway,حديقة الملك سلمان,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة حديقة الملك سلمان.
فن الكنافة,restaurant,372.0,4.2,46.7683933,24.7777918,Al Hamra,الحمراء,POINT (46.7683933 24.7777918),حي الحمراء,,الحمراء,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الحمراء.
,restaurant,297.0,3.8,46.7997131,24.6876163,Harun Ar Rashid Road,طريق هارون الرشيد,POINT (46.7997131 24.6876163),حي الروابي,Luqaimat tuf Al Fayhaa,طريق هارون الرشيد,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة النسيم انتقل إلى المسار البرتقالي ،وأخرج عند محطة طريق هارون الرشيد.
مطعم صواريخ,restaurant,29.0,3.7,46.6777034,24.7240674,Al Wurud 2,الورود 2,POINT (46.6777034 24.7240674),حي الورود,,الورود 2,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الورود 2.
,restaurant,99.0,4.6,46.6581952,24.7891166,Ar Rabi,الربيع,POINT (46.6581952 24.7891166),حي الربيع,Uncle Foody,الربيع,اركب المترو من المحطة الحالية، وأخرج عند محطة الربيع.
تسالي,restaurant,30.0,3.7,46.7217531,24.7606992,Riyadh Exhibition Center,مركز الرياض للمعارض,POINT (46.7217531 24.7606992),حي المغرزات,,مركز الرياض للمعارض,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة مركز الرياض للمعارض.
,meal_delivery,841.0,4.0,46.7661664,24.7902142,Al Yarmuk,اليرموك,POINT (46.7661664 24.7902142),حي اشبيلية,Maestro Pizza,اليرموك,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة اليرموك.
,restaurant,2.0,4.5,46.7054565,24.9560083,Airport  T3-4,الصالة 3-4,POINT (46.7054565 24.9560083),مطار الملك خالد,To Go Hot Food,الصالة 3-4,اركب المترو من المحطة الحالية، وأخرج عند محطة الصالة 3-4.
